Price,Make,Model,Prod. year,Category,Gear box type,Drive wheels,UHighway
12544,MERCEDES-BENZ,E 200,1999,Sedan,Automatic,Front,36
18660,MERCEDES-BENZ,E 200,2005,Sedan,Automatic,Front,34
17405,MERCEDES-BENZ,E 200,2008,Sedan,Automatic,Front,35
20385,MERCEDES-BENZ,E 200,2014,Sedan,Automatic,Front,36
13172,MERCEDES-BENZ,E 220 211,2008,Sedan,Manual,Front,17.9487
37633,MERCEDES-BENZ,E 220 cdi,2016,Jeep,Automatic,4x4,32
38888,MERCEDES-BENZ,E 220,2001,Jeep,Automatic,Front,18
12701,MERCEDES-BENZ,E 220,2002,Jeep,Automatic,Front,33
19130,MERCEDES-BENZ,E 220,2005,Sedan,Automatic,Front,34
13485,MERCEDES-BENZ,E 220,2008,Sedan,Automatic,Rear,37
14113,MERCEDES-BENZ,E 220,2009,Sedan,Automatic,Front,36
15524,MERCEDES-BENZ,E 220,2011,Sedan,Automatic,Front,35
26030,MERCEDES-BENZ,E 220,2016,Sedan,Automatic,Front,29
20000,MERCEDES-BENZ,E 240,2001,Sedan,Automatic,Front,29
21326,MERCEDES-BENZ,E 250,2014,Sedan,Automatic,Front,32
28225,MERCEDES-BENZ,E 270,1999,Sedan,Automatic,Front,27
15994,MERCEDES-BENZ,E 270,2000,Jeep,Automatic,Front,33
10976,MERCEDES-BENZ,E 270,2002,Hatchback,Manual,Front,32
10036,MERCEDES-BENZ,E 270,2003,Sedan,Automatic,Front,39.7436
12231,MERCEDES-BENZ,E 280,1994,Sedan,Automatic,Front,35.8974
12074,MERCEDES-BENZ,E 280,1999,Sedan,Automatic,Front,45
18189,MERCEDES-BENZ,E 300,2017,Sedan,Automatic,Front,29
15524,MERCEDES-BENZ,E 300,2018,Sedan,Manual,Front,35
10349,MERCEDES-BENZ,E 320 4Ã—4,2004,Sedan,Manual,Front,37.1795
13799,MERCEDES-BENZ,E 320,1999,Hatchback,Manual,Front,38
17249,MERCEDES-BENZ,E 320,2001,Sedan,Automatic,Front,39.7436
25873,MERCEDES-BENZ,E 320,2007,Jeep,Automatic,Front,29
26814,MERCEDES-BENZ,E 350 4 MATIC,2012,Jeep,Automatic,Front,45
10976,MERCEDES-BENZ,E 350 w211,2007,Jeep,Manual,4x4,48.7179
23521,MERCEDES-BENZ,E 350,2005,Jeep,Automatic,Front,44.8718
25402,MERCEDES-BENZ,E 350,2006,Jeep,Automatic,Front,41.0256
29793,MERCEDES-BENZ,E 350,2007,Jeep,Automatic,Front,43
39515,MERCEDES-BENZ,E 350,2009,Jeep,Automatic,Front,48
79971,MERCEDES-BENZ,E 350,2010,Jeep,Automatic,Front,38
22894,MERCEDES-BENZ,E 350,2012,Sedan,Automatic,Front,40
10506,MERCEDES-BENZ,E 350,2013,Sedan,Automatic,Front,35.8974
21326,MERCEDES-BENZ,E 36 AMG,2001,Sedan,Automatic,Front,36
13956,MERCEDES-BENZ,E 420,1996,Jeep,Manual,Front,32
22894,MERCEDES-BENZ,E 500,2003,Jeep,Automatic,Front,37
17249,MERCEDES-BENZ,G 230 2.2cdi,1987,Jeep,Automatic,Front,39.7436
15367,MERCEDES-BENZ,G 300,1988,Jeep,Automatic,Front,34
14426,MERCEDES-BENZ,G 320,1994,Jeep,Automatic,Front,34
34497,MERCEDES-BENZ,G 350,2013,Jeep,Automatic,4x4,29
18817,MERCEDES-BENZ,G 55 AMG,1996,Jeep,Automatic,4x4,41.0256
12074,MERCEDES-BENZ,G 55 AMG,2003,Sedan,Automatic,4x4,44
78403,MERCEDES-BENZ,G 550,2015,Jeep,Manual,4x4,37
10976,MERCEDES-BENZ,G 550,2017,Jeep,Manual,4x4,37
10036,MERCEDES-BENZ,G 63 AMG,2016,Jeep,Manual,4x4,37.1795
21953,MERCEDES-BENZ,GL 320 bluetec,2008,Jeep,Automatic,4x4,33.3333
68994,MERCEDES-BENZ,GL 320,2007,Jeep,Automatic,4x4,37.1795
114468,MERCEDES-BENZ,GL 350 áƒ“áƒ˜áƒ–áƒ”áƒšáƒ˜,2012,Jeep,Automatic,4x4,33.3333
84675,MERCEDES-BENZ,GL 350,2011,Jeep,Automatic,4x4,30
14113,MERCEDES-BENZ,GL 350,2012,Jeep,Manual,4x4,35
68994,MERCEDES-BENZ,GL 450,2006,Jeep,Automatic,4x4,31
114468,MERCEDES-BENZ,GL 450,2009,Jeep,Automatic,4x4,37.1795
31988,MERCEDES-BENZ,GL 450,2011,Jeep,Automatic,4x4,35.8974
31361,MERCEDES-BENZ,GL 450,2012,Hatchback,Automatic,Front,37.1795
24775,MERCEDES-BENZ,GL 450,2014,Hatchback,Automatic,Front,35.8974
21796,MERCEDES-BENZ,GL 550,2013,Hatchback,Automatic,Front,30.7692
26030,MERCEDES-BENZ,GL 550,2014,Hatchback,Automatic,Front,30
16935,MERCEDES-BENZ,GL 63 AMG,2014,Hatchback,Automatic,Front,33.3333
39201,MERCEDES-BENZ,GLA 200,2017,Hatchback,Automatic,Front,30
46728,MERCEDES-BENZ,GLA 250,2015,Sedan,Automatic,Front,35
26017,MERCEDES-BENZ,GLA 250,2017,Sedan,Automatic,Front,31
39026,MERCEDES-BENZ,GLE 350,2016,Sedan,Automatic,Front,37.1795
49864,MERCEDES-BENZ,GLE 350,2017,Sedan,Automatic,Front,37.1795
46101,MERCEDES-BENZ,GLE 350,2018,Sedan,Automatic,Front,33.3333
10192,MERCEDES-BENZ,"GLE 400 Coupe, AMG Kit",2018,Sedan,Automatic,Front,35
10192,MERCEDES-BENZ,GLE 43 AMG,2017,Sedan,Automatic,Front,37
11447,MERCEDES-BENZ,GLK 250,2015,Sedan,Automatic,Front,31
14269,MERCEDES-BENZ,GLK 300,2009,Sedan,Automatic,Front,30
10349,MERCEDES-BENZ,GLK 350,2014,Sedan,Automatic,Front,37.1795
100355,MERCEDES-BENZ,ML 250,2015,Sedan,Automatic,4x4,37.1795
15681,MERCEDES-BENZ,ML 280 áƒ¡áƒáƒ¡áƒ¬áƒ áƒáƒ¤áƒáƒ“,2007,Jeep,Automatic,4x4,33.3333
43278,MERCEDES-BENZ,ML 280,2008,Jeep,Automatic,4x4,30
12858,MERCEDES-BENZ,ML 320,2003,Jeep,Automatic,4x4,35
71503,MERCEDES-BENZ,ML 320,2007,Jeep,Automatic,4x4,31
73071,MERCEDES-BENZ,ML 320,2009,Jeep,Automatic,4x4,35.8974
81539,MERCEDES-BENZ,ML 350 sport,2010,Jeep,Automatic,4x4,31
33243,MERCEDES-BENZ,ML 350,2004,Jeep,Automatic,4x4,32
72130,MERCEDES-BENZ,ML 350,2006,Jeep,Automatic,4x4,32
31988,MERCEDES-BENZ,ML 350,2009,Jeep,Automatic,4x4,29
31361,MERCEDES-BENZ,ML 350,2010,Jeep,Automatic,4x4,33.3333
37633,MERCEDES-BENZ,ML 350,2011,Jeep,Automatic,4x4,35
42337,MERCEDES-BENZ,ML 350,2012,Jeep,Automatic,4x4,36
51432,MERCEDES-BENZ,ML 350,2013,Jeep,Automatic,4x4,30.7692
35438,MERCEDES-BENZ,ML 350,2014,Jeep,Automatic,4x4,34
30734,MERCEDES-BENZ,ML 500,2004,Jeep,Automatic,4x4,32
40142,MERCEDES-BENZ,ML 500,2006,Jeep,Automatic,4x4,32
54568,MERCEDES-BENZ,ML 55 AMG,2001,Jeep,Automatic,4x4,32
17562,MERCEDES-BENZ,ML 550,2014,Jeep,Automatic,4x4,32
69935,MERCEDES-BENZ,ML 63 AMG,2006,Jeep,Automatic,4x4,32.0513
25089,MERCEDES-BENZ,R 350,2009,Sedan,Automatic,Front,27
25089,MERCEDES-BENZ,R 350,2011,Sedan,Automatic,Front,36
23602,MERCEDES-BENZ,S 350,2005,Sedan,Automatic,Front,31
20610,MERCEDES-BENZ,S 350,2007,Sedan,Automatic,Front,30
13000,MERCEDES-BENZ,S 350,2015,Sedan,Automatic,Front,30
11447,MERCEDES-BENZ,S 420,1986,Sedan,Automatic,Rear,32
52059,MERCEDES-BENZ,S 430,2000,Sedan,Automatic,4x4,33
45787,MERCEDES-BENZ,S 500 long,1997,Sedan,Automatic,4x4,34
21608,MERCEDES-BENZ,S 500,2002,Sedan,Automatic,Front,30.7692
32954,MERCEDES-BENZ,S 550,2006,Sedan,Automatic,Front,30
22894,MERCEDES-BENZ,S 550,2013,Sedan,Automatic,4x4,32.0513
25716,MERCEDES-BENZ,S 550,2014,Sedan,Automatic,Rear,30
89379,MERCEDES-BENZ,S 63 AMG,2010,Sedan,Automatic,Rear,37
19757,MERCEDES-BENZ,S 63 AMG,2018,Jeep,Automatic,4x4,31
20385,MERCEDES-BENZ,SL 55 AMG,2018,Jeep,Automatic,4x4,30
25089,MERCEDES-BENZ,SLK 230,1998,Jeep,Automatic,4x4,32
60684,MERCEDES-BENZ,Smart Fortwo,2014,Jeep,Automatic,Front,30
31988,MERCEDES-BENZ,Sprinter 308 CDI,2003,Jeep,Automatic,4x4,32
25089,MERCEDES-BENZ,Sprinter 311,2009,Jeep,Automatic,4x4,30.7692
99440,MERCEDES-BENZ,Sprinter 313,2003,Jeep,Automatic,Front,30
11917,MERCEDES-BENZ,Sprinter 313,2006,Jeep,Automatic,4x4,29
26657,MERCEDES-BENZ,Sprinter 313,2008,Jeep,Automatic,4x4,37
29793,MERCEDES-BENZ,Sprinter 313CDI,2011,Jeep,Automatic,4x4,32
35570,MERCEDES-BENZ,Sprinter 314,2005,Jeep,Automatic,Front,27
49864,MERCEDES-BENZ,Sprinter 315CDI,2007,Jeep,Automatic,Front,28.2051
17249,MERCEDES-BENZ,Sprinter 315CDI-XL,2009,Jeep,Automatic,Front,27
67483,MERCEDES-BENZ,Sprinter 316 CDI,2013,Jeep,Automatic,Front,28
11290,MERCEDES-BENZ,Sprinter 411,2002,Jeep,Automatic,Front,24
47042,MERCEDES-BENZ,Sprinter 516,2011,Jeep,Automatic,4x4,24.359
64604,MERCEDES-BENZ,Sprinter 516,2013,Jeep,Automatic,4x4,23
11917,MERCEDES-BENZ,Sprinter EURO4,2007,Jeep,Automatic,Front,24.359
55195,MERCEDES-BENZ,Sprinter VAN,2007,Sedan,Automatic,4x4,30
48296,MERCEDES-BENZ,Sprinter,1997,Jeep,Automatic,4x4,27
28225,MERCEDES-BENZ,Sprinter,1999,Jeep,Automatic,4x4,27
29166,MERCEDES-BENZ,Sprinter,2000,Jeep,Automatic,Front,30.7692
24775,MERCEDES-BENZ,Sprinter,2003,Jeep,Automatic,4x4,27
23834,MERCEDES-BENZ,Sprinter,2007,Jeep,Automatic,4x4,28
31831,MERCEDES-BENZ,Sprinter,2009,Jeep,Automatic,4x4,23
37633,MERCEDES-BENZ,Sprinter,2011,Jeep,Automatic,Front,24
40766,MERCEDES-BENZ,Sprinter,2012,Jeep,Automatic,4x4,22
13328,MERCEDES-BENZ,Sprinter,2013,Jeep,Automatic,4x4,23
12231,MERCEDES-BENZ,Sprinter,2014,Jeep,Automatic,Front,32
44846,MERCEDES-BENZ,Sprinter,2015,Jeep,Automatic,4x4,27
14583,MERCEDES-BENZ,V 230,1998,Jeep,Automatic,4x4,26
53314,MERCEDES-BENZ,Viano,2004,Jeep,Automatic,Front,30
36065,MERCEDES-BENZ,Viano,2007,Jeep,Automatic,4x4,35
13956,MERCEDES-BENZ,Viano,2009,Jeep,Automatic,4x4,26
34811,MERCEDES-BENZ,Viano,2010,Jeep,Automatic,Front,28.2051
21639,MERCEDES-BENZ,Viano,2013,Sedan,Automatic,Front,23.0769
25089,MERCEDES-BENZ,Vito 111 CDI,2007,Limousine,Automatic,4x4,25
17249,MERCEDES-BENZ,Vito 111,2008,Jeep,Automatic,4x4,24
30420,MERCEDES-BENZ,Vito 113,2011,Limousine,Automatic,Rear,29
36065,MERCEDES-BENZ,Vito 115 CDI,2005,Sedan,Automatic,4x4,26.9231
17562,MERCEDES-BENZ,Vito 2.2,2005,Sedan,Automatic,Rear,22
37633,MERCEDES-BENZ,Vito Exstralong,2004,Jeep,Automatic,4x4,24
15000,MERCEDES-BENZ,Vito Extra Long,2016,Hatchback,Automatic,Front,21
15000,MERCEDES-BENZ,Vito Extralong,2014,Hatchback,Automatic,Front,22
20385,MERCEDES-BENZ,Vito,1997,Jeep,Automatic,Front,20
28539,MERCEDES-BENZ,Vito,1998,Jeep,Automatic,Front,21
31361,MERCEDES-BENZ,Vito,1999,Jeep,Automatic,Front,25
63349,MERCEDES-BENZ,Vito,2001,Jeep,Automatic,4x4,25
35438,MERCEDES-BENZ,Vito,2002,Sedan,Automatic,Front,29
13485,MERCEDES-BENZ,Vito,2003,Coupe,Manual,Front,25
10506,MERCEDES-BENZ,Vito,2010,Hatchback,Automatic,Front,23.0769
13485,MERCEDES-BENZ,Vito,2012,Hatchback,Automatic,Front,23
13799,MERCEDES-BENZ,Vito,2013,Sedan,Automatic,Front,23
15053,MERCEDES-BENZ,Vito,2014,Sedan,Automatic,Front,25
26971,MERCEDES-BENZ,Vito,2015,Sedan,Automatic,Front,23
14426,MERCEDES-BENZ,Vito,2016,Sedan,Automatic,Front,23.0769
39201,MERCEDES-BENZ,X 250 áƒ”áƒ•áƒ áƒáƒžáƒ£áƒšáƒ˜,2018,Sedan,Automatic,Front,22
50805,MERCEDES-BENZ,X 250,2019,Sedan,Automatic,Front,20
50805,MERCURY,Mariner Hybrid,2009,Sedan,Automatic,Front,31
10036,MERCURY,Mariner,2009,Minivan,Automatic,Front,23
10976,MINI,Cooper CLUBMAN,2009,Coupe,Manual,Rear,34
10976,MINI,Cooper F-56,2014,Coupe,Manual,Rear,30
10976,MINI,Cooper S Cabrio R56,2010,Sedan,Manual,Rear,32
21012,MINI,Cooper S,2015,Sedan,Manual,Rear,27
20385,MINI,Cooper,2008,Minivan,Automatic,Front,30.7692
119172,MINI,Cooper,2011,Sedan,Automatic,Rear,27
13485,MINI,Cooper,2013,Sedan,Manual,Rear,28.2051
39201,MINI,Cooper,2014,Sedan,Automatic,Rear,27
21953,MINI,Cooper,2017,Jeep,Automatic,4x4,28
11290,MINI,Countryman S turbo,2016,Microbus,Manual,Rear,24
15681,MINI,Countryman,2011,Sedan,Automatic,Rear,26
15994,MINI,Countryman,2012,Goods wagon,Manual,Rear,24.359
13485,MINI,Countryman,2013,Sedan,Automatic,Rear,23
15053,MINI,Countryman,2014,Sedan,Automatic,Rear,24.359
22894,MITSUBISHI,Airtrek,2004,Microbus,Manual,Rear,29
13500,MITSUBISHI,Delica 5,2000,Microbus,Manual,Rear,30.7692
32615,MITSUBISHI,Delica,1996,Sedan,Automatic,Rear,27
11917,MITSUBISHI,Delica,2001,Hatchback,Automatic,Front,30.7692
17249,MITSUBISHI,Delica,2002,Hatchback,Automatic,Front,27
40769,MITSUBISHI,Delica,2005,Sedan,Manual,Rear,26
10976,MITSUBISHI,Eclipse ES,2018,Sedan,Automatic,Rear,28
10976,MITSUBISHI,Grandis,2007,Sedan,Manual,Rear,24
14113,MITSUBISHI,L 200,1998,Sedan,Manual,Rear,22
10976,MITSUBISHI,L 200,2006,Sedan,Manual,Rear,23
40769,MITSUBISHI,L 200,2007,Sedan,Manual,Rear,31
10976,MITSUBISHI,L 200,2008,Sedan,Manual,Rear,33.3333
29793,MITSUBISHI,L 200,2010,Sedan,Automatic,Rear,31
10036,MITSUBISHI,L 200,2011,Sedan,Automatic,Rear,26
11290,MITSUBISHI,L 200,2015,Sedan,Manual,Front,31
10036,MITSUBISHI,L 200,2017,Sedan,Manual,Rear,29
10349,MITSUBISHI,L 200,2019,Goods wagon,Manual,Rear,32
10976,MITSUBISHI,Lancer GT,2013,Sedan,Automatic,Rear,25
17562,MITSUBISHI,Montero Sport,2002,Sedan,Automatic,Rear,27
21639,MITSUBISHI,Outlander áƒ¡áƒžáƒáƒ áƒ¢,2014,Sedan,Manual,Rear,32
21326,MITSUBISHI,Outlander SE,2017,Sedan,Manual,Rear,35
15367,MITSUBISHI,Outlander Sport,2011,Sedan,Manual,Rear,28.2051
10820,MITSUBISHI,Outlander SPORT,2014,Sedan,Manual,Rear,27
12544,MITSUBISHI,Outlander sport,2015,Sedan,Automatic,Rear,23
15681,MITSUBISHI,Outlander SPORT,2016,Sedan,Manual,Rear,23
16621,MITSUBISHI,Outlander sport,2018,Sedan,Automatic,Rear,24
11290,MITSUBISHI,Outlander xl,2015,Universal,Automatic,Rear,24.359
11604,MITSUBISHI,Outlander,2003,Sedan,Automatic,Rear,23.0769
29793,MITSUBISHI,Outlander,2005,Sedan,Automatic,Rear,22
24462,MITSUBISHI,Outlander,2006,Sedan,Automatic,Rear,21.7949
26971,MITSUBISHI,Outlander,2010,Coupe,Automatic,Front,19.2308
25089,MITSUBISHI,Outlander,2011,Sedan,Automatic,Rear,25
29479,MITSUBISHI,Outlander,2012,Sedan,Automatic,Rear,24
67426,MITSUBISHI,Outlander,2013,Sedan,Automatic,Rear,24.359
21639,MITSUBISHI,Outlander,2015,Sedan,Automatic,Rear,27
15367,MITSUBISHI,Outlander,2016,Sedan,Automatic,4x4,23
18817,MITSUBISHI,Outlander,2018,Sedan,Automatic,4x4,23.0769
33556,MITSUBISHI,Outlander,2020,Sedan,Automatic,Rear,24
49237,MITSUBISHI,Pajero IO,1998,Sedan,Automatic,Rear,22
11290,MITSUBISHI,Pajero IO,2000,Sedan,Manual,Rear,21.7949
10976,MITSUBISHI,Pajero IO,2003,Sedan,Automatic,Rear,20
17249,MITSUBISHI,Pajero IO,2004,Sedan,Automatic,Rear,19.2308
28222,MITSUBISHI,Pajero IO,2005,Sedan,Automatic,Rear,25
46728,MITSUBISHI,Pajero,1992,Coupe,Automatic,Rear,31
17249,MITSUBISHI,Pajero,1995,Goods wagon,Manual,Front,27
35438,MITSUBISHI,Pajero,1996,Coupe,Automatic,Rear,23.0769
49864,MITSUBISHI,Pajero,1998,Sedan,Automatic,Front,27
39201,MITSUBISHI,Pajero,2000,Sedan,Automatic,Front,28
21326,MITSUBISHI,Pajero,2002,Sedan,Automatic,Front,28
58018,MITSUBISHI,Pajero,2008,Sedan,Automatic,Front,28
15994,MITSUBISHI,Pajero,2009,Coupe,Automatic,Rear,27
11917,MITSUBISHI,Pajero,2010,Sedan,Automatic,Rear,28
10976,MITSUBISHI,Pajero,2020,Coupe,Automatic,Rear,24.359
18817,MITSUBISHI,RVR,2012,Coupe,Automatic,Rear,24.359
65858,MOSKVICH,400,1953,Sedan,Automatic,4x4,24
21326,NISSAN,370Z,2014,Sedan,Automatic,Rear,21
121524,NISSAN,Altima,2009,Sedan,Automatic,Rear,25
87027,NISSAN,Altima,2015,Coupe,Automatic,4x4,22
26971,NISSAN,Altima,2017,Coupe,Automatic,4x4,23
19130,NISSAN,Altima,2019,Sedan,Automatic,Front,20
100355,NISSAN,Fuga,2008,Sedan,Automatic,4x4,22
10976,NISSAN,Fuga,2014,Sedan,Manual,Rear,20
10349,NISSAN,Juke Juke,2012,Sedan,Manual,Rear,19
15994,NISSAN,Juke Nismo RS,2014,Sedan,Automatic,Rear,20
18817,NISSAN,Juke nismo,2013,Sedan,Automatic,Rear,17
50178,NISSAN,Juke Nismo,2015,Sedan,Automatic,Rear,24
15681,NISSAN,Juke,2010,Sedan,Automatic,Rear,23
42337,NISSAN,Juke,2011,Sedan,Automatic,Rear,23
10976,NISSAN,Juke,2015,Sedan,Automatic,Rear,22
10349,NISSAN,Juke,2016,Sedan,Manual,Rear,22
17249,NISSAN,Juke,2017,Sedan,Manual,Rear,32.0513
10976,NISSAN,Kicks SR,2018,Sedan,Manual,Rear,27
19757,NISSAN,Kicks,2018,Sedan,Manual,Rear,24
18189,NISSAN,March,2013,Sedan,Automatic,Rear,25
29166,NISSAN,March,2014,Sedan,Automatic,Rear,28
14113,NISSAN,March,2015,Sedan,Manual,Rear,22
56450,NISSAN,Micra <DIESEL>,2010,Sedan,Automatic,Rear,25
10349,NISSAN,Murano,2003,Sedan,Automatic,Rear,24
22894,NISSAN,Murano,2005,Sedan,Automatic,Rear,24.359
12544,NISSAN,Murano,2008,Sedan,Manual,Rear,23.0769
11604,NISSAN,Murano,2011,Sedan,Automatic,Rear,22
14113,NISSAN,Navara,2007,Sedan,Automatic,Rear,21.7949
13485,NISSAN,Navara,2008,Sedan,Automatic,Rear,19.2308
11604,NISSAN,Navara,2011,Sedan,Manual,Rear,24
10976,NISSAN,Note,2012,Sedan,Automatic,Rear,25
22580,NISSAN,Pathfinder,1999,Sedan,Automatic,Rear,21
89379,NISSAN,Pathfinder,2001,Sedan,Automatic,Rear,27
15500,NISSAN,Pathfinder,2010,Sedan,Automatic,4x4,27
11000,NISSAN,Pathfinder,2012,Sedan,Automatic,4x4,23.0769
12500,NISSAN,Patrol Y60,1990,Sedan,Automatic,Rear,22
12544,NISSAN,Patrol,1990,Sedan,Automatic,Rear,22
18817,NISSAN,Patrol,2000,Sedan,Automatic,Rear,21
19757,NISSAN,Patrol,2010,Sedan,Automatic,Rear,19.2308
21639,NISSAN,Qashqai Advance CVT,2018,Sedan,Automatic,4x4,25
22580,NISSAN,Quest 2016,2016,Sedan,Automatic,Rear,23
16308,NISSAN,Quest,2003,Sedan,Automatic,Rear,24.359
17249,NISSAN,Quest,2011,Sedan,Automatic,Rear,28
18817,NISSAN,Quest,2013,Sedan,Manual,Rear,28
21326,NISSAN,Rogue Sport,2017,Sedan,Automatic,4x4,27
12388,NISSAN,Rogue,2008,Sedan,Automatic,4x4,28
21326,NISSAN,Rogue,2010,Sedan,Automatic,Rear,25
13172,NISSAN,Rogue,2011,Sedan,Automatic,4x4,23.0769
14113,NISSAN,Rogue,2012,Sedan,Automatic,4x4,28
34184,NISSAN,Rogue,2015,Sedan,Automatic,Rear,30
15681,NISSAN,Rogue,2018,Sedan,Automatic,4x4,27
20698,NISSAN,Sentra,2013,Coupe,Automatic,Rear,28.2051
51746,NISSAN,Sentra,2016,Sedan,Automatic,Rear,27
30107,NISSAN,Serena,2003,Sedan,Automatic,Rear,22
10036,NISSAN,Serena,2005,Sedan,Manual,Rear,23
15681,NISSAN,Serena,2010,Sedan,Automatic,Rear,24.359
16621,NISSAN,Serena,2012,Sedan,Automatic,Rear,28
20385,NISSAN,Serena,2014,Jeep,Manual,4x4,21.7949
15681,NISSAN,Silvia,1999,Jeep,Manual,4x4,23
43905,NISSAN,Tiida 2008,2008,Jeep,Automatic,4x4,26.9231
194438,NISSAN,Tiida,2004,Jeep,Automatic,4x4,28
40769,NISSAN,Tiida,2006,Jeep,Automatic,4x4,32.0513
87811,NISSAN,Tiida,2007,Jeep,Automatic,4x4,28.2051
83891,NISSAN,Tiida,2012,Jeep,Automatic,4x4,27
42965,NISSAN,Versa SE,2018,Jeep,Automatic,4x4,24
31675,NISSAN,Versa,2011,Jeep,Automatic,4x4,23
25089,NISSAN,Versa,2014,Jeep,Automatic,4x4,27
36065,NISSAN,Versa,2016,Jeep,Automatic,4x4,27
45473,NISSAN,Versa,2017,Jeep,Automatic,4x4,22
12858,NISSAN,X-Terra,2002,Jeep,Automatic,4x4,23
24775,NISSAN,X-Terra,2003,Jeep,Automatic,4x4,19
21000,NISSAN,X-Terra,2004,Jeep,Automatic,4x4,22
43905,NISSAN,X-Terra,2006,Jeep,Automatic,4x4,22
37633,NISSAN,X-Terra,2010,Jeep,Automatic,4x4,21
35752,NISSAN,X-Terra,2011,Jeep,Automatic,4x4,30
42965,NISSAN,X-Terra,2012,Jeep,Automatic,4x4,32
32302,NISSAN,X-Trail gt,2002,Jeep,Automatic,4x4,26
47982,NISSAN,X-Trail NISSAN X TRAIL R,2006,Jeep,Automatic,4x4,25
77775,NISSAN,X-Trail,2000,Jeep,Automatic,4x4,21
77148,NISSAN,X-Trail,2002,Jeep,Automatic,4x4,23
16308,NISSAN,X-Trail,2003,Jeep,Automatic,4x4,23
12858,NISSAN,X-Trail,2006,Jeep,Automatic,Front,30
42651,NISSAN,X-Trail,2016,Jeep,Automatic,4x4,22
17562,NISSAN,X-Trail,2018,Jeep,Automatic,Front,17.9487
68994,OPEL,Astra A.H,2005,Jeep,Automatic,4x4,21
37320,OPEL,Astra G,2003,Jeep,Automatic,4x4,20
43592,OPEL,Astra GTC 1.9 turbo dies,2008,Jeep,Automatic,Rear,27
29793,OPEL,Astra,2001,Jeep,Automatic,4x4,24
29793,OPEL,Astra,2004,Jeep,Automatic,Rear,23
193184,OPEL,Astra,2006,Jeep,Automatic,4x4,27
141124,OPEL,Combo TDI,2006,Coupe,Automatic,4x4,27
13015,OPEL,Combo,1999,Jeep,Automatic,4x4,22
36065,OPEL,Combo,2009,Jeep,Automatic,4x4,35.8974
12858,OPEL,Corsa,2007,Jeep,Automatic,Rear,26.9231
45160,OPEL,Corsa,2009,Jeep,Automatic,4x4,28
21500,OPEL,Meriva,2008,Jeep,Automatic,4x4,28.2051
27598,OPEL,Vectra c,2003,Jeep,Automatic,4x4,24
11917,OPEL,Vectra,2000,Jeep,Automatic,4x4,26
23207,OPEL,Vectra,2007,Jeep,Automatic,4x4,27
29793,OPEL,Zafira B,2007,Jeep,Automatic,4x4,23
32929,OPEL,Zafira,2003,Jeep,Automatic,4x4,23
25089,OPEL,Zafira,2006,Jeep,Automatic,4x4,22
15053,OPEL,Zafira,2007,Jeep,Automatic,4x4,26
20385,OPEL,Zafira,2008,Jeep,Automatic,4x4,35.8974
10663,OPEL,Zafira,2009,Jeep,Automatic,4x4,22
32929,OPEL,Zafira,2010,Jeep,Automatic,4x4,22
32929,PEUGEOT,207,2007,Jeep,Automatic,4x4,19
39829,PEUGEOT,3008 2.0,2018,Jeep,Automatic,4x4,22
34497,PEUGEOT,407,2005,Jeep,Automatic,Front,21
59272,PEUGEOT,508,2014,Jeep,Automatic,4x4,20
23207,PORSCHE,911 meqanika,1998,Jeep,Automatic,4x4,29
46414,PORSCHE,911,2002,Jeep,Automatic,4x4,30.7692
15681,PORSCHE,911,2016,Jeep,Automatic,4x4,26
22894,PORSCHE,Cayenne S,2004,Jeep,Automatic,4x4,30
15681,PORSCHE,Cayenne,2008,Jeep,Automatic,4x4,25
42965,PORSCHE,Cayenne,2010,Jeep,Automatic,4x4,21
20385,PORSCHE,Cayenne,2014,Jeep,Automatic,4x4,23.0769
25716,PORSCHE,Cayenne,2016,Minivan,Automatic,Rear,21
20385,PORSCHE,Cayenne,2017,Jeep,Automatic,4x4,23
29793,PORSCHE,Cayman,2018,Sedan,Automatic,Rear,23
31361,PORSCHE,macan,2018,Sedan,Automatic,Rear,22
130148,PORSCHE,Panamera,2015,Sedan,Automatic,Rear,26
10976,RENAULT,Clio,2010,Sedan,Automatic,Rear,22
10349,RENAULT,Clio,2013,Sedan,Automatic,Rear,24
10976,RENAULT,Duster,2014,Sedan,Automatic,Rear,32
